"Scaffold.ID","Scaffold.Name","Genome.ID","Genome","Gene.Count","Sequence.Length.bp","GC.Content"
2549021250,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000609_1.2993",2548876972,"Salinispora pacifica CNS-143",2,1286,0.68
2549021251,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002622_1.2994",2548876972,"Salinispora pacifica CNS-143",1,1227,0.7
2549021252,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001274_1.2995",2548876972,"Salinispora pacifica CNS-143",1,960,0.7
2549021253,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002621_1.2996",2548876972,"Salinispora pacifica CNS-143",1,396,0.66
2549021254,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000614_1.2997",2548876972,"Salinispora pacifica CNS-143",3,2617,0.7
2549021255,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002595_1.2998",2548876972,"Salinispora pacifica CNS-143",1,283,0.72
2549021256,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000620_1.2999",2548876972,"Salinispora pacifica CNS-143",1,297,0.71
2549021257,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000622_1.3000",2548876972,"Salinispora pacifica CNS-143",1,766,0.69
2549021258,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002590_1.3001",2548876972,"Salinispora pacifica CNS-143",1,662,0.69
2549021259,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002582_1.3002",2548876972,"Salinispora pacifica CNS-143",1,724,0.71
2549021260,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002584_1.3003",2548876972,"Salinispora pacifica CNS-143",4,1995,0.67
2549021261,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000629_1.3004",2548876972,"Salinispora pacifica CNS-143",1,1331,0.67
2549021262,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002581_1.3005",2548876972,"Salinispora pacifica CNS-143",1,313,0.76
2549021263,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001260_1.3006",2548876972,"Salinispora pacifica CNS-143",1,213,0.71
2549021264,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001262_1.3007",2548876972,"Salinispora pacifica CNS-143",1,206,0.69
2549021265,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002555_1.3008",2548876972,"Salinispora pacifica CNS-143",1,535,0.66
2549021266,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002557_1.3009",2548876972,"Salinispora pacifica CNS-143",1,276,0.71
2549021267,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000639_1.3010",2548876972,"Salinispora pacifica CNS-143",1,1064,0.7
2549021268,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002549_1.3011",2548876972,"Salinispora pacifica CNS-143",1,305,0.72
2549021269,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001238_1.3012",2548876972,"Salinispora pacifica CNS-143",1,345,0.69
2549021270,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000652_1.3013",2548876972,"Salinispora pacifica CNS-143",1,216,0.72
2549021271,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002537_1.3014",2548876972,"Salinispora pacifica CNS-143",1,533,0.69
2549021272,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001231_1.3015",2548876972,"Salinispora pacifica CNS-143",1,516,0.65
2549021273,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000658_1.3016",2548876972,"Salinispora pacifica CNS-143",1,325,0.72
2549021274,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001228_1.3017",2548876972,"Salinispora pacifica CNS-143",1,833,0.68
2549021275,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002517_1.3018",2548876972,"Salinispora pacifica CNS-143",1,258,0.73
2549021276,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000663_1.3019",2548876972,"Salinispora pacifica CNS-143",1,566,0.68
2549021277,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000664_1.3020",2548876972,"Salinispora pacifica CNS-143",2,1218,0.72
2549021278,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001225_1.3021",2548876972,"Salinispora pacifica CNS-143",1,224,0.75
2549021279,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000670_1.3022",2548876972,"Salinispora pacifica CNS-143",1,447,0.71
2549021280,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000671_1.3023",2548876972,"Salinispora pacifica CNS-143",1,623,0.71
2549021281,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002501_1.3024",2548876972,"Salinispora pacifica CNS-143",1,325,0.75
2549021282,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002484_1.3025",2548876972,"Salinispora pacifica CNS-143",1,200,0.76
2549021283,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000681_1.3026",2548876972,"Salinispora pacifica CNS-143",2,1815,0.68
2549021284,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000683_1.3027",2548876972,"Salinispora pacifica CNS-143",1,397,0.72
2549021285,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005206_1.3028",2548876972,"Salinispora pacifica CNS-143",1,279,0.62
2549021286,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005251_1.3029",2548876972,"Salinispora pacifica CNS-143",1,230,0.67
2549021287,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002435_1.3030",2548876972,"Salinispora pacifica CNS-143",1,235,0.74
2549021288,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002465_1.3031",2548876972,"Salinispora pacifica CNS-143",1,233,0.7
2549021289,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005189_1.3032",2548876972,"Salinispora pacifica CNS-143",1,293,0.7
2549021290,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005201_1.3033",2548876972,"Salinispora pacifica CNS-143",1,282,0.7
2549021291,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001202_1.3034",2548876972,"Salinispora pacifica CNS-143",1,426,0.72
2549021292,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002428_1.3035",2548876972,"Salinispora pacifica CNS-143",3,2339,0.72
2549021293,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001206_1.3036",2548876972,"Salinispora pacifica CNS-143",1,596,0.71
2549021294,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005186_1.3037",2548876972,"Salinispora pacifica CNS-143",1,293,0.69
2549021295,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000694_1.3038",2548876972,"Salinispora pacifica CNS-143",1,371,0.72
2549021296,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000695_1.3039",2548876972,"Salinispora pacifica CNS-143",1,436,0.72
2549021297,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005171_1.3040",2548876972,"Salinispora pacifica CNS-143",1,306,0.57
2549021298,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002399_1.3041",2548876972,"Salinispora pacifica CNS-143",1,536,0.74
2549021299,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002415_1.3042",2548876972,"Salinispora pacifica CNS-143",1,406,0.75
2549021300,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000699_1.3043",2548876972,"Salinispora pacifica CNS-143",1,465,0.73
2549021301,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002378_1.3044",2548876972,"Salinispora pacifica CNS-143",1,594,0.73
2549021302,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002379_1.3045",2548876972,"Salinispora pacifica CNS-143",1,642,0.74
2549021303,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005167_1.3046",2548876972,"Salinispora pacifica CNS-143",1,308,0.7
2549021304,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002389_1.3047",2548876972,"Salinispora pacifica CNS-143",2,696,0.67
2549021305,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005156_1.3048",2548876972,"Salinispora pacifica CNS-143",1,311,0.66
2549021306,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005159_1.3049",2548876972,"Salinispora pacifica CNS-143",1,310,0.62
2549021307,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002376_1.3050",2548876972,"Salinispora pacifica CNS-143",1,333,0.69
2549021308,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005128_1.3051",2548876972,"Salinispora pacifica CNS-143",1,325,0.72
2549021309,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005150_1.3052",2548876972,"Salinispora pacifica CNS-143",1,315,0.72
2549021310,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001167_1.3053",2548876972,"Salinispora pacifica CNS-143",1,762,0.74
2549021311,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005124_1.3054",2548876972,"Salinispora pacifica CNS-143",1,327,0.66
2549021312,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001173_1.3055",2548876972,"Salinispora pacifica CNS-143",3,2119,0.7
2549021313,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005112_1.3056",2548876972,"Salinispora pacifica CNS-143",1,335,0.64
2549021314,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002375_1.3057",2548876972,"Salinispora pacifica CNS-143",1,904,0.67
2549021315,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001181_1.3058",2548876972,"Salinispora pacifica CNS-143",1,416,0.71
2549021316,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002361_1.3059",2548876972,"Salinispora pacifica CNS-143",1,220,0.72
2549021317,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005071_1.3060",2548876972,"Salinispora pacifica CNS-143",1,356,0.72
2549021318,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005080_1.3061",2548876972,"Salinispora pacifica CNS-143",1,352,0.74
2549021319,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005100_1.3062",2548876972,"Salinispora pacifica CNS-143",1,343,0.69
2549021320,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005104_1.3063",2548876972,"Salinispora pacifica CNS-143",1,338,0.64
2549021321,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002358_1.3064",2548876972,"Salinispora pacifica CNS-143",1,425,0.74
2549021322,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005018_1.3065",2548876972,"Salinispora pacifica CNS-143",1,380,0.68
2549021323,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005024_1.3066",2548876972,"Salinispora pacifica CNS-143",1,379,0.71
2549021324,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005029_1.3067",2548876972,"Salinispora pacifica CNS-143",2,374,0.7
2549021325,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005035_1.3068",2548876972,"Salinispora pacifica CNS-143",1,372,0.67
2549021326,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005039_1.3069",2548876972,"Salinispora pacifica CNS-143",1,370,0.67
2549021327,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005042_1.3070",2548876972,"Salinispora pacifica CNS-143",0,369,0.66
2549021328,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005061_1.3071",2548876972,"Salinispora pacifica CNS-143",2,362,0.63
2549021329,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005067_1.3072",2548876972,"Salinispora pacifica CNS-143",1,359,0.69
2549021330,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005070_1.3073",2548876972,"Salinispora pacifica CNS-143",1,357,0.61
2549021331,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002349_1.3074",2548876972,"Salinispora pacifica CNS-143",1,768,0.67
2549021332,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005009_1.3075",2548876972,"Salinispora pacifica CNS-143",1,385,0.69
2549021333,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000732_1.3076",2548876972,"Salinispora pacifica CNS-143",2,681,0.73
2549021334,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000733_1.3077",2548876972,"Salinispora pacifica CNS-143",1,319,0.68
2549021335,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004982_1.3078",2548876972,"Salinispora pacifica CNS-143",1,398,0.71
2549021336,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004992_1.3079",2548876972,"Salinispora pacifica CNS-143",1,397,0.71
2549021337,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004995_1.3080",2548876972,"Salinispora pacifica CNS-143",1,394,0.72
2549021338,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01005008_1.3081",2548876972,"Salinispora pacifica CNS-143",1,385,0.65
2549021339,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002347_1.3082",2548876972,"Salinispora pacifica CNS-143",1,1980,0.71
2549021340,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004980_1.3083",2548876972,"Salinispora pacifica CNS-143",2,398,0.68
2549021341,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002344_1.3084",2548876972,"Salinispora pacifica CNS-143",1,288,0.72
2549021342,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004966_1.3085",2548876972,"Salinispora pacifica CNS-143",1,405,0.69
2549021343,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001126_1.3086",2548876972,"Salinispora pacifica CNS-143",3,2141,0.7
2549021344,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004965_1.3087",2548876972,"Salinispora pacifica CNS-143",1,408,0.66
2549021345,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001132_1.3088",2548876972,"Salinispora pacifica CNS-143",2,1149,0.69
2549021346,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000745_1.3089",2548876972,"Salinispora pacifica CNS-143",1,712,0.72
2549021347,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004944_1.3090",2548876972,"Salinispora pacifica CNS-143",1,422,0.68
2549021348,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004951_1.3091",2548876972,"Salinispora pacifica CNS-143",1,418,0.65
2549021349,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004953_1.3092",2548876972,"Salinispora pacifica CNS-143",2,419,0.7
2549021350,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000749_1.3093",2548876972,"Salinispora pacifica CNS-143",1,646,0.7
2549021351,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001123_1.3094",2548876972,"Salinispora pacifica CNS-143",1,676,0.73
2549021352,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004930_1.3095",2548876972,"Salinispora pacifica CNS-143",1,427,0.67
2549021353,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004931_1.3096",2548876972,"Salinispora pacifica CNS-143",1,425,0.68
2549021354,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001119_1.3097",2548876972,"Salinispora pacifica CNS-143",1,216,0.71
2549021355,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001122_1.3098",2548876972,"Salinispora pacifica CNS-143",1,1228,0.69
2549021356,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004915_1.3099",2548876972,"Salinispora pacifica CNS-143",1,433,0.71
2549021357,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004921_1.3100",2548876972,"Salinispora pacifica CNS-143",1,431,0.65
2549021358,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004925_1.3101",2548876972,"Salinispora pacifica CNS-143",1,430,0.69
2549021359,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001113_1.3102",2548876972,"Salinispora pacifica CNS-143",1,306,0.72
2549021360,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002312_1.3103",2548876972,"Salinispora pacifica CNS-143",1,627,0.69
2549021361,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002315_1.3104",2548876972,"Salinispora pacifica CNS-143",1,1523,0.67
2549021362,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002316_1.3105",2548876972,"Salinispora pacifica CNS-143",1,231,0.67
2549021363,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004907_1.3106",2548876972,"Salinispora pacifica CNS-143",1,436,0.69
2549021364,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000763_1.3107",2548876972,"Salinispora pacifica CNS-143",1,265,0.74
2549021365,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002307_1.3108",2548876972,"Salinispora pacifica CNS-143",1,579,0.66
2549021366,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004906_1.3109",2548876972,"Salinispora pacifica CNS-143",2,438,0.66
2549021367,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002297_1.3110",2548876972,"Salinispora pacifica CNS-143",4,2549,0.69
2549021368,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004883_1.3111",2548876972,"Salinispora pacifica CNS-143",2,453,0.69
2549021369,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004902_1.3112",2548876972,"Salinispora pacifica CNS-143",0,440,0.62
2549021370,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000769_1.3113",2548876972,"Salinispora pacifica CNS-143",1,266,0.71
2549021371,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000770_1.3114",2548876972,"Salinispora pacifica CNS-143",1,243,0.71
2549021372,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002291_1.3115",2548876972,"Salinispora pacifica CNS-143",1,765,0.71
2549021373,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000772_1.3116",2548876972,"Salinispora pacifica CNS-143",2,664,0.71
2549021374,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004856_1.3117",2548876972,"Salinispora pacifica CNS-143",1,470,0.6
2549021375,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002278_1.3118",2548876972,"Salinispora pacifica CNS-143",1,334,0.71
2549021376,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002281_1.3119",2548876972,"Salinispora pacifica CNS-143",1,203,0.76
2549021377,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004822_1.3120",2548876972,"Salinispora pacifica CNS-143",2,494,0.7
2549021378,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002286_1.3121",2548876972,"Salinispora pacifica CNS-143",2,1038,0.7
2549021379,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000778_1.3122",2548876972,"Salinispora pacifica CNS-143",1,271,0.74
2549021380,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001103_1.3123",2548876972,"Salinispora pacifica CNS-143",1,256,0.71
2549021381,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002268_1.3124",2548876972,"Salinispora pacifica CNS-143",1,658,0.68
2549021382,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002272_1.3125",2548876972,"Salinispora pacifica CNS-143",1,344,0.69
2549021383,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004803_1.3126",2548876972,"Salinispora pacifica CNS-143",2,509,0.69
2549021384,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004810_1.3127",2548876972,"Salinispora pacifica CNS-143",2,502,0.7
2549021385,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004815_1.3128",2548876972,"Salinispora pacifica CNS-143",1,501,0.68
2549021386,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004819_1.3129",2548876972,"Salinispora pacifica CNS-143",1,495,0.67
2549021387,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004820_1.3130",2548876972,"Salinispora pacifica CNS-143",1,496,0.7
2549021388,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002253_1.3131",2548876972,"Salinispora pacifica CNS-143",2,1064,0.7
2549021389,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004794_1.3132",2548876972,"Salinispora pacifica CNS-143",0,517,0.63
2549021390,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004802_1.3133",2548876972,"Salinispora pacifica CNS-143",1,509,0.66
2549021391,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002252_1.3134",2548876972,"Salinispora pacifica CNS-143",1,370,0.7
2549021392,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004788_1.3135",2548876972,"Salinispora pacifica CNS-143",2,522,0.68
2549021393,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004792_1.3136",2548876972,"Salinispora pacifica CNS-143",1,518,0.65
2549021394,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004793_1.3137",2548876972,"Salinispora pacifica CNS-143",1,517,0.62
2549021395,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002241_1.3138",2548876972,"Salinispora pacifica CNS-143",2,728,0.7
2549021396,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004771_1.3139",2548876972,"Salinispora pacifica CNS-143",1,532,0.71
2549021397,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004776_1.3140",2548876972,"Salinispora pacifica CNS-143",1,530,0.69
2549021398,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004780_1.3141",2548876972,"Salinispora pacifica CNS-143",1,528,0.67
2549021399,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000798_1.3142",2548876972,"Salinispora pacifica CNS-143",1,1520,0.7
2549021400,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004770_1.3143",2548876972,"Salinispora pacifica CNS-143",1,535,0.7
2549021401,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01002239_1.3144",2548876972,"Salinispora pacifica CNS-143",1,1115,0.71
2549021402,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004765_1.3145",2548876972,"Salinispora pacifica CNS-143",1,537,0.66
2549021403,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000802_1.3146",2548876972,"Salinispora pacifica CNS-143",2,634,0.66
2549021404,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004738_1.3147",2548876972,"Salinispora pacifica CNS-143",1,553,0.63
2549021405,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004740_1.3148",2548876972,"Salinispora pacifica CNS-143",1,554,0.65
2549021406,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004754_1.3149",2548876972,"Salinispora pacifica CNS-143",1,545,0.68
2549021407,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01001080_1.3150",2548876972,"Salinispora pacifica CNS-143",1,612,0.74
2549021408,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004709_1.3151",2548876972,"Salinispora pacifica CNS-143",0,575,0.56
2549021409,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004731_1.3152",2548876972,"Salinispora pacifica CNS-143",1,563,0.7
2549021410,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004734_1.3153",2548876972,"Salinispora pacifica CNS-143",1,558,0.69
2549021411,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000810_1.3154",2548876972,"Salinispora pacifica CNS-143",1,528,0.73
2549021412,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004661_1.3155",2548876972,"Salinispora pacifica CNS-143",1,605,0.64
2549021413,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000812_1.3156",2548876972,"Salinispora pacifica CNS-143",2,2054,0.67
2549021414,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004639_1.3157",2548876972,"Salinispora pacifica CNS-143",2,623,0.72
2549021415,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004651_1.3158",2548876972,"Salinispora pacifica CNS-143",2,615,0.67
2549021416,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000815_1.3159",2548876972,"Salinispora pacifica CNS-143",1,731,0.74
2549021417,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004633_1.3160",2548876972,"Salinispora pacifica CNS-143",1,630,0.66
2549021418,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000817_1.3161",2548876972,"Salinispora pacifica CNS-143",3,1266,0.72
2549021419,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01004630_1.3162",2548876972,"Salinispora pacifica CNS-143",1,631,0.67
2549021420,"Salinispora pacifica CNS-143 : Q5QDRAFT_AIIG01000819_1.3163",2548876972,"Salinispora pacifica CNS-143",1,324,0.67
